gene_id,R16b,T_M2,T_M4C,T_M5,T_M7,T_R11B,T_R15B,T_R9D
plut2.m8.11902,1202,501,415,221,447,369,1009,692
plut2.m8.11901,38,1510,731,330,637,0,61,1876
plut2.m8.11900,0,22,87,10,987,0,0,0
plut2.m8.11907,4638,4065,2850,1719,6306,3643,4646,2722
plut2.m8.11906,0,136,0,0,142,0,0,8
plut2.m8.11905,36043,11268,460776,26587,61503,171321,374313,17718
plut2.m8.11904,22451,17898,192,22,1708,0,1045,4239
jamg1.TU.Sc0000107.69,19,362,43,0,1,7,6,34
plut2.m8.25603,309,1691,3382,442,2834,444,2485,793
plut2.m8.25602,125,84,61,62,97,376,58,30
plut2.m8.25601,0,0,0,0,0,0,0,0
plut2.m8.22656,0,30,197,12,13,0,29,9
plut2.m8.25607,18,37,30,6,37,6,0,9
plut2.m8.22650,709,1833,2308,825,2205,1324,1345,768
plut2.m8.22653,3436,8090,1897,2178,5929,809,1354,468
plut2.m8.22652,891,733,455,552,1183,596,1902,508
plut2.m8.25609,77,267,517,0,257,0,130,25
plut2.m8.25608,4,0,0,0,10,0,0,10
plut2.m8.22658,16,91,1347,0,111,36,65,57
plut2.m8.24550,5515,6950,1949,3350,4801,2198,7457,2868
plut2.m8.24551,844,4213,4154,3111,2963,772,2157,2340
plut2.m8.24552,1619,3924,1278,732,1573,836,2002,1071
plut2.m8.24554,0,48,55,95,83,21,0,0
plut2.m8.24556,0,0,0,0,0,0,104,0
plut2.m8.24557,5,17,0,5,22,0,5,0
plut2.m8.24558,0,0,0,0,1413,0,0,0
plut2.m8.24559,486,2992,1881,1742,4312,640,524,344
plut2.m8.10058,0,21,11,16,0,0,0,0
plut2.m8.22388,0,4,0,0,0,0,0,0
plut2.m8.10056,616,76,86,121,84,812,359,399
plut2.m8.10057,40,159,142,131,122,0,0,0
plut2.m8.10054,58,0,11,0,0,40,62,0
plut2.m8.22384,684,117,71,58,18,271,52,0
plut2.m8.10052,9396,6443,4966,4740,8409,5907,10663,3742
plut2.m8.10053,1796,2084,912,834,1253,266,188,64
plut2.m8.10050,8331,14714,19128,6343,13521,3914,8919,4710
plut2.m8.22380,0,20,17,17,29,0,0,0
plut2.m8.3077,3880,4258,5746,2584,7555,2819,6688,2896
plut2.m8.648,8420,12166,13352,6483,19350,5894,11221,4550
plut2.m8.649,1936,4447,3949,4045,6293,1559,4152,1240
jamg1.TU.Sc0000152.1,75,9,46,4,9,40,32,28
plut2.m8.641,2311,9715,10441,4897,9423,2677,3868,2915
plut2.m8.642,7584,31072,38730,17678,35002,8183,15183,9630
plut2.m8.643,149,204,622,323,40,29,371,83
plut2.m8.644,196,471,375,80,318,27,83,66
plut2.m8.645,365,56,101,1078,0,100,3409,3536
plut2.m8.646,463,57,87,788,145,298,1017,651
plut2.m8.19860,0,0,1,0,0,5,2,3
plut2.m8.19861,11195,12063,7874,3343,11890,5732,6762,5539
plut2.m8.19862,3511,1680,1050,407,2126,1452,2993,618
plut2.m8.19863,848,3120,2790,2937,4768,817,1087,361
plut2.m8.19864,442,1645,855,316,2222,286,268,267
plut2.m8.19865,20,0,0,0,0,12,0,22
plut2.m8.19866,640,2,0,1,5,146,33,88
plut2.m8.19867,427,637,147,124,383,131,143,442
plut2.m8.19868,668,0,18,10,76,0,43,92
plut2.m8.19869,2872,4616,5127,2298,4902,2185,2886,1206
plut2.m8.15108,249,66,30,54,100,0,65,36
plut2.m8.15107,326,183,179,199,414,219,150,48
plut2.m8.15106,8128,6839,6650,1864,7718,2319,3640,1553
plut2.m8.15105,152,40,42,54,236,2,72,8
plut2.m8.15104,3736,2318,2188,695,1456,1540,2546,1952
plut2.m8.15103,2841,323,444,277,381,1041,1842,698
plut2.m8.15102,2773,1413,1089,725,2618,1792,1920,1045
plut2.m8.15101,1581,189,0,466,1047,3219,7975,213
plut2.m8.1432,3972,11770,12233,3122,8660,3981,5802,3707
plut2.m8.23768,1097,3214,2432,1577,4041,0,3305,0
plut2.m8.23769,274,308,265,178,386,196,316,88
jamg1.TU.xfSc0000106.5,22,78,8,43,2,9,54,0
jamg1.TU.Sc0000197.65,20,7,75,7,15,16,20,10
jamg1.TU.Sc0000197.63,79,56,81,3,24,108,245,67
plut2.m8.15819,0,7,0,0,6,0,0,0
plut2.m8.15815,0,6,0,0,25,0,0,0
plut2.m8.15816,0,0,4,0,1,0,0,0
plut2.m8.15810,0,0,0,0,0,0,0,0
plut2.m8.15813,0,0,0,0,0,0,0,0
plut2.m8.15812,0,25,17,30,16,0,15,0
plut2.m8.3448,6246,12032,9447,3708,11751,3892,3945,2001
plut2.m8.3442,1127,2626,1352,810,2452,1360,1140,763
plut2.m8.3443,0,7,3,4,16,0,0,12
plut2.m8.3440,223,660,485,378,1043,133,417,202
plut2.m8.3441,1420,1997,3641,811,2176,790,1054,978
plut2.m8.3446,348,228,62,387,564,374,2403,324
plut2.m8.3447,0,16,4,38,25,1,0,0
plut2.m8.3444,217,1142,1252,865,1663,162,473,72
plut2.m8.3445,1001,2960,1665,1281,3714,1504,2737,1552
jamg1.TU.Sc0000524.5,15,17,25,30,56,2,40,1
jamg1.TU.Sc0000524.9,0,0,0,0,0,0,0,0
plut2.m8.17527,0,69,82,9,81,3,3,4
plut2.m8.17526,1,18,24,60,14,0,15,26
plut2.m8.17524,0,319,271,195,285,69,163,17
plut2.m8.17523,43870,16107,10196,5627,14899,29236,16689,2580
plut2.m8.17522,1254,1339,3695,1249,3399,2662,1764,3007
plut2.m8.17521,2922,6325,6629,6546,7866,2816,4212,2201
plut2.m8.17520,13532,7528,7589,5215,10403,8875,6817,1624
plut2.m8.17529,4074,2460,3418,1693,2501,1569,3398,1428
plut2.m8.17528,815,3261,24987,1518,3372,3871,6497,3483
jamg1.TU.Sc0000390.9,0,0,0,0,0,0,0,0
plut2.m8.23249,18,101,411,54,60,9,846,43
plut2.m8.23248,82,0,0,0,0,452,268,0
plut2.m8.23245,314,420,801,80,500,246,1042,94
plut2.m8.23244,1148,659,1385,232,1246,512,3080,331
plut2.m8.23247,139,116,132,5,126,47,458,62
plut2.m8.23246,1521,1433,783,215,2191,1545,1858,224
plut2.m8.23241,9966,7085,3276,1178,9927,9637,17434,1638
plut2.m8.23240,5745,7783,3616,1344,10020,6020,10759,1254
plut2.m8.23243,4492,1603,900,793,4304,3858,13021,792
plut2.m8.23242,563,361,566,161,826,279,1116,55
plut2.m8.5527,0,0,0,0,0,0,0,0
plut2.m8.26687,967,2792,1222,649,2135,1423,1459,1102
plut2.m8.5525,0,10,648,0,594,0,0,0
plut2.m8.18294,157,325,462,186,429,83,317,115
plut2.m8.18295,548,1366,5390,1253,2876,268,406,176
plut2.m8.18296,7336,3366,171,994,297,1884,1449,100
plut2.m8.18297,541,3370,16490,941,4655,1322,1281,1255
plut2.m8.2711,0,32,28,14,65,0,0,21
plut2.m8.18291,485,1284,263,300,1777,164,352,287
plut2.m8.18292,1163,1366,567,481,1812,1070,1448,727
plut2.m8.18293,1546,3435,2435,2238,3283,1780,3152,774
plut2.m8.5523,15,35,10,11,13,12,35,6
plut2.m8.2719,0,155,34,66,11,67,153,96
plut2.m8.18299,116,333,95,139,557,32,131,67
plut2.m8.5840,4243,1414,1983,768,6424,5107,10083,1887
plut2.m8.5841,666,278,80,76,117,647,1976,270
plut2.m8.5842,2061,517,399,177,394,2520,2916,505
plut2.m8.5843,1669,5220,6435,1505,7820,1164,2952,811
plut2.m8.5844,593,2680,3771,1044,6840,416,1392,196
plut2.m8.5845,183,287,88,37,217,448,857,558
plut2.m8.5846,1020,1186,864,296,1850,785,985,550
plut2.m8.5847,490,1763,1935,964,3838,89,421,330
plut2.m8.5848,1065,1081,466,288,1008,543,711,500
plut2.m8.5849,740,241,422,278,329,532,435,207
plut2.m8.5529,788,3885,4569,780,2752,613,1240,542
plut2.m8.5528,2335,11602,8682,3969,13886,2086,3649,1868
jamg1.TU.xfSc0000033.5,0,2,0,0,0,0,0,30
plut2.m8.18878,0,0,0,0,0,0,0,0
plut2.m8.18879,49,2,4,43,14,0,48,0
plut2.m8.6747,355,55,15,1042,710,1141,3528,972
plut2.m8.18872,60,6,1,0,4,0,10,3
plut2.m8.18873,667,525,78,176,730,26,95,288
plut2.m8.22210,5228,14537,17281,10236,20281,4953,8051,3410
plut2.m8.18877,0,0,0,0,0,0,0,0
plut2.m8.6743,5728,20879,10895,30785,17572,587,5605,917
plut2.m8.3992,20,169,34,325,62,29,32,188
plut2.m8.3993,26,226,85,277,222,0,63,8
jamg1.TU.Sc0000000.231,21,222,162,69,255,91,240,85
plut2.m8.154,186,114,105,192,0,232,844,805
plut2.m8.15403,290,1008,861,496,1485,87,380,301
plut2.m8.15400,0,0,0,0,0,0,0,0
plut2.m8.157,0,0,662,1957,2087,1891,84,1581
plut2.m8.150,365,945,513,310,1341,195,512,179
plut2.m8.151,15,33,22,31,88,9,14,14
plut2.m8.5152,66,367,526,189,228,291,294,364
plut2.m8.852,1759,658,206,333,277,76,233,209
plut2.m8.5156,487,314,51,301,349,430,337,7
plut2.m8.15404,3082,4080,2419,866,4857,2251,4553,2563
plut2.m8.5154,0,8,0,0,0,0,0,0
plut2.m8.5155,0,0,0,2,0,0,0,0
plut2.m8.5158,1558,4969,7018,4937,6113,2422,5200,2619
plut2.m8.5159,26,0,6,2,7,27,7,106
plut2.m8.1435,4901,5780,3182,1710,6662,3947,9700,7194
plut2.m8.4406,2322,6767,6299,5264,11121,2367,4287,2545
plut2.m8.1437,1993,147,174,58,53,239,392,11
plut2.m8.1436,7,12,0,0,15,0,0,1
plut2.m8.4403,28,26,34,35,47,49,50,8
plut2.m8.1430,5725,10776,10693,3061,11046,4356,5609,4556
plut2.m8.1433,1607,2213,2879,1026,2477,954,3054,947
plut2.m8.4400,4,15,0,0,5,0,1,0
plut2.m8.1439,3387,3541,2533,1326,3952,2541,2850,2403
plut2.m8.1438,8602,3693,1637,1895,3390,1789,2483,355
plut2.m8.4409,21,3157,1030,1147,4012,2217,198,1211
plut2.m8.4408,692,6468,3815,2474,8140,732,7116,1191
plut2.m8.8716,0,0,0,0,0,0,0,0
plut2.m8.8714,4,0,0,0,0,0,0,0
plut2.m8.8713,0,0,0,0,0,0,0,0
plut2.m8.8711,0,0,0,0,0,0,0,0
plut2.m8.8710,0,18,0,0,9,0,0,0
plut2.m8.8719,228,94,35,113,94,179,403,179
plut2.m8.21485,9,0,22,2,31,0,0,6
plut2.m8.21484,53,310,123,118,400,116,197,37
plut2.m8.21487,23,26,15,23,12,81,85,17
plut2.m8.21486,0,16,9,13,6,0,8,0
plut2.m8.21481,5,0,0,0,0,0,0,0
plut2.m8.21480,0,503,243,295,589,87,182,33
plut2.m8.21483,0,0,0,0,0,0,0,0
plut2.m8.21482,9,39,209,74,565,0,0,0
plut2.m8.21489,199,98,69,59,143,124,471,188
plut2.m8.21488,514,486,340,559,586,1474,2143,624
jamg1.TU.Sc0000451.4,10,19,7,8,16,72,35,15
plut2.m8.4179,0,0,0,13,0,0,6,0
plut2.m8.12721,141,445,178,84,251,137,83,135
plut2.m8.13166,0,0,0,0,0,0,0,0
plut2.m8.20288,349,129,138,56,356,169,356,179
plut2.m8.31500,1776,4260,2940,1234,2685,1910,2743,1433
plut2.m8.31503,0,2,1,0,1,1,1,0
plut2.m8.31502,0,1352,651,269,1287,26,47,516
plut2.m8.31504,955,658,328,191,820,469,880,185
plut2.m8.31506,477,1135,2066,765,1562,230,364,103
plut2.m8.20280,0,0,0,0,0,0,0,0
plut2.m8.20281,0,0,0,0,15,4,68,0
plut2.m8.20282,0,0,0,0,0,0,0,0
plut2.m8.20283,54,1875,753,50,2164,297,1569,1876
plut2.m8.20284,17,229,190,64,106,0,288,52
plut2.m8.20285,0,298,63,299,141,0,24,982
plut2.m8.20286,17,11,14,6,43,14,62,16
plut2.m8.20287,1,2,1,0,2,0,4,0
jamg1.TU.Sc0000237.25,8,34,21,20,16,0,0,1
jamg1.TU.Sc0000237.26,98,105,73,63,42,57,126,59
plut2.m8.7176,18177,33469,35181,11285,34968,13643,28529,8805
plut2.m8.7177,5,232,70,24,35,10,17,0
plut2.m8.7174,124,171,209,142,385,492,864,98
plut2.m8.7175,8019,3388,2684,934,3510,2096,5250,1355
plut2.m8.7172,2432,729,972,1063,504,1656,6764,3855
plut2.m8.7173,34851,40463,18100,18738,45494,40077,40551,12541
plut2.m8.7170,2551,6102,3185,2719,8668,2984,4039,1785
plut2.m8.7171,0,8,10,0,22,0,0,14
plut2.m8.7178,381,1653,2181,774,2494,138,668,297
plut2.m8.7179,602,1247,566,257,1198,677,633,268
plut2.m8.5099,1218,2252,3617,1349,2529,1297,2276,754
plut2.m8.3873,511,1136,806,498,1274,316,406,484
plut2.m8.3872,1271,307,1227,250,372,503,552,568
plut2.m8.3871,3921,8159,10237,4246,10665,2701,4763,2428
plut2.m8.20751,347,746,580,171,663,280,442,342
plut2.m8.3877,1954,4393,4815,2899,6745,2335,3879,2167
plut2.m8.20757,413,700,491,493,705,409,643,465
plut2.m8.3875,331,491,207,77,630,163,168,131
plut2.m8.20755,5327,40453,13917,4678,15817,5026,9886,4788
plut2.m8.3879,239,1591,1211,913,2419,242,500,360
plut2.m8.3878,13593,6894,11966,2500,9022,9091,10342,12297
plut2.m8.23864,7551,5686,7313,4211,7029,4733,7825,3150
plut2.m8.23867,108,296,145,82,399,103,97,51
plut2.m8.31744,48,132,29,0,471,78,127,31
plut2.m8.23861,8163,3400,3616,3008,4102,5095,7707,3341
plut2.m8.23860,0,0,0,0,0,0,0,0
jamg1.TU.Sc0000391.28,16,8,0,0,6,0,40,33
plut2.m8.15747,0,204,226,23,16,51,344,97
plut2.m8.3129,787,973,435,258,1190,550,946,242
plut2.m8.3128,61,83,117,57,83,73,81,17
plut2.m8.33219,622,107,130,0,77,49,63,138
plut2.m8.33218,35,0,110,0,65,132,47,35
plut2.m8.3125,0,0,0,0,0,0,0,7
plut2.m8.33216,1356,3212,589,3483,996,1952,4937,2360
plut2.m8.3127,152,929,1081,693,1189,179,805,201
plut2.m8.3126,7128,16937,15023,6274,20649,6548,12244,6547
plut2.m8.3121,103,279,43,83,210,316,169,335
plut2.m8.33212,0,0,0,0,0,0,0,0
plut2.m8.3123,27,0,0,0,0,0,0,14
plut2.m8.33210,0,0,0,0,0,0,0,3
jamg1.TU.Sc0000194.20,0,0,53,11,0,0,0,36
plut2.m8.2838,183,268,64,75,169,0,60,46
plut2.m8.2839,18292,1699,357,1196,2369,3227,2144,355
plut2.m8.17922,147,368,106,62,245,0,153,48
plut2.m8.2830,1,24,21,1,10,0,3,3
plut2.m8.2831,91,268,43,88,329,34,173,38
plut2.m8.2832,132,361,65,77,225,0,129,0
plut2.m8.2833,73,33,30,16,15,15,352,43
plut2.m8.2834,46,45,18,0,59,0,58,9
plut2.m8.2835,21,124,23,26,123,0,59,0
plut2.m8.2836,273,1211,142,293,1329,167,139,44
plut2.m8.2837,2465,2636,656,486,2546,2506,2369,1330
jamg1.TU.Sc0000175.57,0,0,0,0,0,0,0,0
plut2.m8.17920,193,269,312,94,583,184,453,140
jamg1.TU.Sc0000175.51,20,17,0,0,125,0,41,0
plut2.m8.18755,862,1664,1615,297,1717,535,734,410
plut2.m8.31272,163,101,682,20,319,0,32,161
plut2.m8.18754,1378,1713,1150,539,1771,982,907,928
plut2.m8.16920,15063,19153,16824,7272,18644,11671,21668,7821
plut2.m8.16921,319,853,550,515,1203,366,395,249
plut2.m8.16922,249,1331,1048,534,1649,128,343,303
plut2.m8.16923,37685,40107,8022,10475,23025,21182,36938,10739
plut2.m8.16924,5535,3604,13917,5303,10285,7495,16426,4352
plut2.m8.16925,3058,113,251,1057,131,2514,4047,1068
plut2.m8.16926,0,61,54,0,16,0,7,0
plut2.m8.16928,124,514,620,77,408,285,472,256
plut2.m8.16929,400,803,730,80,573,410,1134,410
plut2.m8.18756,1059,1241,814,1172,3225,637,1592,486
jamg1.TU.Sc0000064.22,32,0,0,0,78,39,0,0
jamg1.TU.Sc0000064.26,36,101,9,14,105,201,3,10
plut2.m8.24935,110,47,14,207,240,26,176,90
plut2.m8.10449,70,16,51,5,14,79,248,8
plut2.m8.10448,690,1053,1474,546,1191,595,1309,433
plut2.m8.10441,324,263,180,96,344,261,343,67
plut2.m8.10440,2512,3877,3286,1229,4403,1741,1725,1201
plut2.m8.10443,3470,2001,1733,737,1597,903,2150,69
plut2.m8.10442,85,153,83,24,113,150,112,95
plut2.m8.10445,183,428,151,91,354,254,248,234
plut2.m8.10444,28134,26994,31043,20446,55384,26931,37351,24731
plut2.m8.10447,653,1258,6570,1254,1966,583,1062,1007
plut2.m8.10446,1439,3206,3466,1909,4235,1465,2491,924
jamg1.TU.Sc0000405.16,0,0,0,0,0,0,0,0
plut2.m8.9248,649,1497,1323,646,1326,589,1006,442
plut2.m8.9249,1681,1810,2748,651,2721,910,1548,446
plut2.m8.9246,408,810,610,240,1218,255,238,249
plut2.m8.9244,874,1070,912,455,777,569,1917,589
plut2.m8.9245,15567,18494,4518,9603,29512,6656,56948,19361
plut2.m8.9242,11261,19958,6813,5619,17554,9970,90681,19793
plut2.m8.9243,622,1681,2416,1048,2074,513,559,697
plut2.m8.9240,521,385,301,169,394,352,500,353
plut2.m8.9241,1875,4537,6592,2452,5713,1569,2800,1013
jamg1.TU.Sc0000016.8,802,848,411,122,408,570,807,516
jamg1.TU.Sc0000016.9,818,792,548,59,415,636,1680,157
jamg1.TU.Sc0000016.1,370,1,35,0,9,113,844,354
jamg1.TU.Sc0000016.2,0,0,0,0,0,0,25,0
jamg1.TU.Sc0000016.4,54,0,0,0,0,10,101,0
jamg1.TU.Sc0000016.5,559,46,7,80,10,197,1271,36
jamg1.TU.xpSc0007102.7,0,103,525,127,33,0,0,0
plut2.m8.28280,142,143,72,129,89,57,114,17
plut2.m8.28281,94,742,62,31,86,27,0,10
plut2.m8.28282,2792,3037,4203,6839,1237,138,38,636
plut2.m8.28283,412,23,98,0,38,201,240,25
plut2.m8.28284,23077,80567,77816,57687,92356,26548,34594,13890
plut2.m8.28285,20,75,71,108,26,41,69,32
plut2.m8.28286,857,3087,10589,1324,2119,441,640,1406
jamg1.TU.xpSc0007138.2,9,0,0,8,33,0,112,0
plut2.m8.7921,1246,478,289,644,1008,906,2097,283
plut2.m8.7920,1337,859,112,86,444,294,202,97
plut2.m8.7923,183,218,146,24,155,200,108,16
plut2.m8.7922,4985,31149,57694,9992,22643,4586,10848,4096
plut2.m8.7925,6212,1633,4933,1783,6174,5774,12814,5655
plut2.m8.7924,268,2514,4257,1511,3190,486,1041,77
plut2.m8.7927,25,0,89,0,0,0,0,0
jamg1.TU.Sc0000205.80,0,26,0,0,0,0,0,0
plut2.m8.7928,10150,16290,54476,11390,37153,14968,41260,11997
jamg1.TU.Sc0000043.92,143,734,368,129,846,392,147,0
jamg1.TU.Sc0000043.93,131,153,40,140,104,0,0,122
jamg1.TU.Sc0000494.12,215,934,1229,286,843,275,419,112
plut2.m8.28,16,53,344,187,39,2,0,103
plut2.m8.27,1919,4870,371,853,2848,756,1911,560
plut2.m8.26,540,897,666,458,826,408,728,598
plut2.m8.25,21,64,115,177,213,44,328,26
plut2.m8.24,172,1354,1833,1024,3602,429,1005,225
plut2.m8.23,3622,4952,7474,3838,7773,2242,4862,1878
plut2.m8.22,27274,23513,36268,24754,37235,20513,29529,21473
plut2.m8.21,2589,4581,3279,1800,5433,2398,2279,2168
plut2.m8.20,81932,199610,145301,117200,239193,127420,158834,49855
plut2.m8.11716,0,0,0,0,0,0,0,0
plut2.m8.11717,85,182,96,67,159,74,154,68
plut2.m8.11714,0,0,4,0,0,0,0,0
plut2.m8.11715,0,0,0,0,0,0,0,0
plut2.m8.11712,1,0,0,0,0,0,0,0
plut2.m8.11713,0,0,66,87,132,5,12,0
plut2.m8.11710,2,279,222,141,335,10,57,0
plut2.m8.11711,20,35,0,8,73,28,19,11
plut2.m8.11718,7,3,0,0,16,23,0,15
plut2.m8.11719,30,17,63,33,41,31,62,48
plut2.m8.12353,17387,22711,24489,9318,29272,13559,24352,10319
plut2.m8.12352,3363,5664,5567,1604,6683,2543,2541,1422
plut2.m8.12351,0,29,80,0,35,0,52,0
plut2.m8.12350,0,19,11,21,16,0,0,0
plut2.m8.12357,156,41,34,22,50,33,180,126
plut2.m8.12356,18,19,77,1,21,23,1,0
plut2.m8.12355,13,24,64,1,17,14,1,0
plut2.m8.12354,785,310,323,149,480,570,381,307
plut2.m8.12359,5696,8517,10186,6766,14783,4721,13138,3549
plut2.m8.12358,15836,31146,35795,22591,47147,31061,42709,9987
jamg1.TU.Sc0000003.157,27,27,59,12,120,44,58,54
plut2.m8.13400,2825,4026,5098,1798,5547,2270,2370,2809
plut2.m8.13401,6,61,45,7,22,5,73,0
plut2.m8.13402,165,366,601,168,294,185,201,134
plut2.m8.13403,2685,2776,1210,1039,4640,957,1962,1608
plut2.m8.13404,448,1772,3001,1584,2890,709,1182,474
plut2.m8.13405,376,702,364,369,683,281,528,286
jamg1.TU.Sc0000184.58,826,372,151,77,348,969,8427,363
plut2.m8.13407,1070,1066,1235,553,1959,846,1184,888
jamg1.TU.Sc0000184.56,661,347,201,251,7,833,1445,481
jamg1.TU.Sc0000184.57,1865,729,295,245,1227,1144,14868,443
jamg1.TU.Sc0000184.55,1142,151,313,1204,229,220,2925,6697
plut2.m8.400,1418,2912,3724,1854,3092,1019,922,757
jamg1.TU.Sc0000389.27,172,167,221,217,425,162,67,140
jamg1.TU.Sc0000389.24,19,90,6,34,125,15,68,0
jamg1.TU.Sc0000389.25,0,4,0,0,0,0,0,0
plut2.m8.4368,7,34,16,9,13,43,35,71
plut2.m8.4369,0,0,0,0,4,0,0,0
plut2.m8.4366,5,0,0,0,2,0,0,0
plut2.m8.4367,10,11,0,29,0,0,0,0
plut2.m8.4364,19,49,0,6,24,0,0,0
plut2.m8.4365,20,22,16,23,34,20,43,2
plut2.m8.4362,0,0,4,6,3,0,15,0
plut2.m8.4363,163,219,57,52,213,76,99,40
plut2.m8.4360,334,247,61,1441,197,679,3377,832
plut2.m8.4361,36,113,87,48,76,96,176,69
jamg1.TU.Sc0000272.10,0,0,7,1,0,0,0,0
plut2.m8.15768,304,980,589,395,1187,245,553,185
plut2.m8.15767,3110,12627,6799,2371,9563,2252,3713,2495
plut2.m8.15766,18814,18213,14356,6399,20973,13535,21165,10272
plut2.m8.15765,3405,8087,9016,3668,9249,2606,5804,2546
plut2.m8.15764,73721,69541,61441,38472,96379,37104,65718,38677
plut2.m8.15763,149,115,205,139,270,43,149,53
plut2.m8.15761,43,93,45,36,105,163,77,86
plut2.m8.15760,65,212,71,72,278,294,142,57
jamg1.TU.Sc0000743.3,26,0,0,12,0,0,46,28
plut2.m8.401,6682,2621,3596,484,3804,5271,3810,1174
jamg1.TU.Sc0000186.50,9,3,8,4,16,7,24,9
jamg1.TU.Sc0000186.52,88,188,0,0,2,2,284,1
jamg1.TU.Sc0000186.53,4,17,68,34,148,0,15,0
plut2.m8.16151,45,10,4,5,46,33,24,1
plut2.m8.16150,321,98,381,111,264,49,58,18
plut2.m8.16153,3113,1048,153,670,1644,911,1112,2073
plut2.m8.16152,1829,1643,3591,1227,2369,764,847,605
plut2.m8.16154,406,562,699,231,662,92,249,165
plut2.m8.16157,68,198,269,85,270,95,286,63
plut2.m8.16156,35,117,56,38,13,97,183,175
plut2.m8.16159,0,1642,726,7,5,0,465,0
plut2.m8.23082,4852,644,321,7068,593,8410,6984,409
plut2.m8.23081,2879,1338,170,522,226,304,165,74
plut2.m8.23080,207,208,123,242,39,26,39,5
plut2.m8.23087,0,0,0,0,0,0,0,0
plut2.m8.23086,0,49,38,15,15,13,35,3
plut2.m8.23085,0,10,0,0,9,0,0,0
plut2.m8.23084,0,1,4,1,2,2,3,72
plut2.m8.15499,7287,12151,12856,3587,11232,5238,6022,5301
plut2.m8.15498,7635,13236,8735,4717,20678,8917,8494,3656
jamg1.TU.Sc0000053.199,799,1309,2116,617,2918,439,868,658
plut2.m8.15491,50,19,0,0,12,0,0,0
plut2.m8.15490,0,0,0,0,0,0,0,0
plut2.m8.15493,720,489,241,141,645,719,524,353
plut2.m8.15492,6,0,0,0,0,0,0,0
plut2.m8.15495,1379,5606,5779,1593,8118,1288,1903,1111
plut2.m8.15494,457,773,165,125,910,273,296,144
plut2.m8.15497,6314,4372,2211,381,5841,3269,4134,3421
plut2.m8.15496,0,3,0,0,0,0,0,0
plut2.m8.17404,844,933,1182,548,995,697,999,687
plut2.m8.17405,5548,17390,15604,6206,13490,11308,5945,8255
plut2.m8.17406,322,367,435,164,350,98,193,170
plut2.m8.17407,1829,2531,2115,772,3017,935,1404,1181
plut2.m8.17400,1728,947,363,495,2194,1435,2013,1377
plut2.m8.17401,7435,7479,5685,2948,6936,3891,11169,5592
plut2.m8.17402,1350,1733,1304,797,1731,950,1623,523
plut2.m8.17403,584,717,757,353,817,443,644,461
plut2.m8.17408,477,148,355,941,1209,561,177,851
plut2.m8.17409,603,241,656,419,1884,291,275,1166
plut2.m8.26099,41,116,36,102,183,0,56,1
jamg1.TU.xfSc0000244.2,0,8,0,0,0,0,0,0
plut2.m8.26098,135,295,19,118,156,2,191,94
jamg1.TU.xpSc0007232.7,0,0,0,0,0,0,0,2
plut2.m8.28758,11,6,0,0,11,25,0,0
plut2.m8.26563,0,0,0,0,0,0,0,0
plut2.m8.26562,0,0,0,0,0,0,0,0
plut2.m8.28505,292,1924,1251,934,2204,417,348,324
plut2.m8.26560,18,98,42,73,123,54,211,168
plut2.m8.28503,12023,7514,4519,3385,8891,6169,10052,4355
plut2.m8.28502,0,9,7,3,3,0,43,8
plut2.m8.28501,266,644,403,258,915,1291,1248,1173
plut2.m8.28500,664,1307,809,423,3402,1311,1228,1024
plut2.m8.26569,5358,14073,25505,9216,23096,6178,12466,5649
plut2.m8.26095,76,170,27,72,337,9,66,230
plut2.m8.28509,6237,8658,7739,4240,7600,2309,3975,2192
plut2.m8.22022,0,14,18,0,0,0,0,0
plut2.m8.25031,0,0,0,0,0,0,0,0
plut2.m8.22020,15032,16822,4461,3763,11688,6108,9106,4789
plut2.m8.22021,36,36,47,17,19,0,0,0
plut2.m8.25034,13,28,105,27,41,6,85,58
plut2.m8.25035,0,3,0,0,0,0,0,0
plut2.m8.22024,23,0,164,0,123,122,0,0
plut2.m8.25037,52,186,195,108,416,155,0,142
plut2.m8.25038,69,34,38,78,69,275,38,211
plut2.m8.25039,121,1,83,16,92,324,10,12
plut2.m8.22028,3080,1622,648,1775,1904,2610,10937,245
plut2.m8.22029,0,1191,194,0,0,0,913,0
plut2.m8.14743,365,745,599,403,925,235,387,299
plut2.m8.13093,2076,6193,6604,3927,7543,1627,5371,2474
plut2.m8.14740,148,140,2992,109,441,535,1125,838
plut2.m8.28753,223,160,763,372,129,230,801,274
plut2.m8.14741,1113,4565,3349,1607,4575,1088,1676,960
plut2.m8.13091,345,1858,1599,691,2107,368,604,539
jamg1.TU.Sc0000551.10,1,0,6,16,62,13,0,158
jamg1.TU.Sc0000551.11,0,0,0,4,55,16,0,6
jamg1.TU.Sc0000551.13,19,275,121,13,314,0,47,139
jamg1.TU.Sc0000551.14,0,154,52,193,275,223,14,34
jamg1.TU.Sc0000551.15,0,0,0,49,0,67,0,121
jamg1.TU.Sc0000551.16,0,161,75,25,187,32,35,144
jamg1.TU.Sc0000551.17,1065,9,8,12,0,20,125,7
plut2.m8.28756,1297,2875,611,954,1428,1742,2808,1417
plut2.m8.28757,574,1644,910,556,1948,526,687,565
plut2.m8.28754,64,226,585,243,130,123,275,117
plut2.m8.13094,2077,2317,1143,846,1948,1014,815,496
plut2.m8.14174,0,0,0,0,0,0,0,0
plut2.m8.14177,331,727,525,299,996,324,440,361
